Mode,MNLC,MASC,Station,Coverage,Source,Monday Entry,Midweek (Tue-Thu) Entry,Friday Entry,Saturday Entry,Sunday Entry,Monday Exit,Midweek (Tue-Thu) Exit,Friday Exit,Saturday Exit,Sunday Exit,Weekly En/Ex,12-week En/Ex,Annualised En/Ex
LU,746,WARu,Warwick Avenue,Station entry/exit,taps,"4,591","5,225","5,128","4,237","2,847","4,508","5,112","4,890","4,096","3,015","64,322","739,437","3,000,848"
LU,747,WLOu,Waterloo LU,Station entry/exit,taps,"106,074","145,877","111,571","98,072","57,094","101,443","138,752","105,846","95,768","59,455","1,589,208","18,269,428","74,142,576"
LU,748,WATu,Watford,Station entry/exit,taps,"2,860","3,051","2,829","1,672","1,044","2,775","2,996","2,783","1,678","1,112","34,889","401,086","1,627,721"
LU,751,WEMu,Wembley Central,Station entry/exit,taps,"7,425","7,651","7,675","6,719","4,541","7,837","8,164","8,121","6,859","4,770","101,389","1,165,559","4,730,173"
LU,752,WPKu,Wembley Park,Station entry/exit,taps,"24,208","25,851","26,815","25,695","17,403","23,825","25,132","26,415","25,304","16,770","339,382","3,901,515","15,833,467"
LU,753,WACu,West Acton,Station entry/exit,taps,"1,600","1,849","1,698","1,537","1,060","1,580","1,786","1,702","1,600","1,118","22,800","262,110","1,063,716"
LU,755,WBTu,West Brompton,Station entry/exit,taps,"7,083","8,289","8,312","7,646","4,504","7,522","8,653","7,693","6,754","3,919","104,257","1,198,533","4,863,991"
LU,756,WFYu,West Finchley,Station entry/exit,taps,"2,168","2,519","2,220","1,582","1,036","2,003","2,316","2,037","1,439","1,050","28,037","322,313","1,308,037"
LU,757,WHMu,West Ham,Station entry/exit,taps,"8,673","9,545","9,070","6,670","3,960","8,585","9,257","8,881","6,546","3,873","112,663","1,295,165","5,256,150"
LU,758,WHDu,West Hampstead LU,Station entry/exit,taps,"12,472","14,642","13,356","11,922","7,783","11,742","13,606","12,607","10,971","7,469","173,065","1,989,539","8,074,119"
LU,759,WHRu,West Harrow,Station entry/exit,taps,"1,837","1,981","1,864","1,574","1,127","1,862","2,136","1,830","1,531","1,112","25,085","288,381","1,170,331"
LU,760,WKNu,West Kensington,Station entry/exit,taps,"5,616","6,629","6,520","6,285","4,422","5,282","6,271","5,732","5,414","3,948","81,921","941,753","3,821,904"
LU,762,WRPu,West Ruislip,Station entry/exit,taps,"2,090","2,524","2,161","2,099","1,166","2,190","2,575","2,194","2,051","1,157","30,405","349,534","1,418,508"
LU,754,WBPu,Westbourne Park,Station entry/exit,taps,"6,055","6,697","6,598","5,528","3,549","5,630","6,305","6,022","4,755","3,268","80,412","924,412","3,751,528"
LU,761,WMSu,Westminster,Station entry/exit,taps,"27,802","30,788","27,164","28,201","18,961","29,642","32,788","29,171","31,649","19,307","402,626","4,628,564","18,784,038"
LU,764,WCTu,White City,Station entry/exit,taps,"12,601","14,765","11,631","9,365","6,139","12,478","14,544","11,754","9,681","6,313","167,888","1,930,032","7,832,625"
LU,763,WCLu,Whitechapel,Station entry/exit,taps,"28,787","30,632","29,375","21,781","15,382","28,773","30,693","29,428","22,325","15,591","375,414","4,315,736","17,514,495"
LU,765,WLGu,Willesden Green,Station entry/exit,taps,"8,635","9,444","9,477","7,626","5,594","8,735","9,452","9,334","7,428","5,659","119,177","1,370,055","5,560,077"
LU,766,WJNu,Willesden Junction,Station entry/exit,taps,"7,230","8,071","7,806","5,603","3,583","6,978","7,653","7,341","5,194","3,717","94,625","1,087,797","4,414,594"
LU,767,WIMu,Wimbledon,Station entry/exit,taps,"24,481","28,534","26,758","23,010","13,149","26,069","30,425","28,711","23,955","14,263","357,274","4,107,199","16,668,193"
LU,768,WMPu,Wimbledon Park,Station entry/exit,taps,"2,922","3,324","3,074","2,584","1,462","2,872","3,244","2,960","2,417","1,462","39,456","453,584","1,840,772"
LU,770,WGNu,Wood Green,Station entry/exit,taps,"13,121","14,565","15,399","12,176","9,141","12,876","14,176","15,031","11,887","8,786","184,640","2,122,604","8,614,135"
LU,599,WDLu,Wood Lane,Station entry/exit,taps,"7,409","8,379","7,632","7,253","4,671","7,907","8,690","7,973","7,750","4,945","106,745","1,227,128","4,980,038"
LU,769,WFDu,Woodford,Station entry/exit,taps,"6,862","7,868","7,389","6,006","3,870","6,726","7,725","7,107","5,771","3,825","94,335","1,084,472","4,401,099"
LU,771,WSPu,Woodside Park,Station entry/exit,taps,"4,879","5,802","5,594","4,622","3,074","4,663","5,091","4,593","3,556","2,705","66,365","762,928","3,096,182"
LO,1404,ACCr,Acton Central,Station entry/exit,taps,"2,417","2,603","2,594","1,932","1,355","2,385","2,552","2,414","1,772","1,335","31,668","373,528","1,522,094"
LO,5397,ANYr,Anerley,Station entry/exit,taps,"1,872","2,087","2,045","1,952","1,075","1,798","1,796","1,767","1,343","1,286","24,786","292,357","1,191,330"
LO,514,BKGu,Barking,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1335,BGVr,Barking Riverside,Station entry/exit,taps,"1,722","1,901","1,759","1,222",726,"1,553","1,643","1,507","1,070",671,"20,864","246,091","1,002,799"
LO,6961,BETr,Bethnal Green LO,Station entry/exit,taps,"2,380","2,541","2,477","2,020","1,557","2,647","2,851","2,872","2,271","1,563","33,961","400,575","1,632,307"
LO,522,BHRu,Blackhorse Road,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,5404,BCYr,Brockley,Station entry/exit,taps,"5,162","6,118","6,004","5,765","3,928","5,352","6,228","5,682","5,283","4,197","78,410","924,865","3,768,741"
LO,1437,BSYr,Brondesbury,Station entry/exit,taps,"3,782","4,143","4,218","3,525","1,858","3,613","3,871","3,942","3,194","1,844","50,018","589,978","2,404,106"
LO,1438,BSPr,Brondesbury Park,Station entry/exit,taps,"1,935","2,073","2,016","1,739",883,"2,072","2,117","1,980","1,623",944,"25,762","303,871","1,238,246"
LO,6958,BCVr,Bruce Grove,Station entry/exit,taps,"1,999","2,247","2,264","1,704","1,217","1,811","1,964","1,869","1,425","1,084","26,007","306,760","1,250,018"
LO,6913,BHKr,Bush Hill Park,Station entry/exit,taps,"3,282","3,721","3,376","2,992","2,028","3,600","3,330","3,037","2,379","2,002","43,848","517,200","2,107,544"
LO,1395,BSHr,Bushey,Station entry/exit,taps,"3,238","3,820","3,564","3,471","1,361","2,756","3,081","3,328","2,863","1,577","42,858","505,523","2,059,961"
LO,1439,CIRr,Caledonian Road & Barnsbury,Station entry/exit,taps,"2,861","3,326","3,641","2,718","1,531","2,993","3,457","3,742","2,745","1,872","42,451","500,715","2,040,370"
LO,6962,CBHr,Cambridge Heath,Station entry/exit,taps,"2,313","2,680","2,369","2,185","1,859","2,334","2,727","2,596","2,156","1,723","33,754","398,138","1,622,378"
LO,1440,CMDr,Camden Road,Station entry/exit,taps,"5,866","6,477","6,369","6,485","3,676","6,123","6,826","6,784","6,469","4,003","85,684","1,010,663","4,118,361"
LO,788,CWRu,Canada Water,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1441,CNNr,Canonbury,Station entry/exit,taps,"3,904","4,519","4,466","4,108","2,578","3,645","4,202","4,065","3,861","2,619","55,410","653,566","2,663,223"
LO,1442,CPKr,Carpenders Park,Station entry/exit,taps,"2,068","2,191","2,179","1,859",934,"2,127","2,229","2,153","1,823","1,022","27,425","323,485","1,318,174"
LO,6814,CHNr,Cheshunt,Boarding/alighting,lw,"1,682","1,772","1,680",935,"2,424","1,712","1,788","1,762","1,045","2,681","24,601","290,169","1,182,411"
LO,6914,CHIr,Chingford,Station entry/exit,taps,"3,853","4,725","3,847","2,793","1,922","4,118","5,311","4,119","2,755","1,685","55,199","651,086","2,653,118"
LO,5301,CLPr,Clapham High Street,Station entry/exit,taps,"1,967","2,235","2,217","2,500","1,287","1,934","2,085","2,121","2,292","1,308","28,584","337,152","1,373,864"
LO,5595,CLJr,Clapham Junction,Boarding/alighting,lw,"21,454","23,585","22,795","18,619","13,522","18,857","20,353","20,422","16,036","11,326","274,846","3,241,859","13,210,281"
LO,6926,CPTr,Clapton,Station entry/exit,taps,"3,765","4,472","4,325","2,568","1,752","3,486","3,858","3,726","2,194","1,653","48,459","571,588","2,329,169"
LO,7406,CRHr,Crouch Hill,Station entry/exit,taps,"1,575","1,765","1,782","1,855","1,061","1,601","1,796","1,837","1,941","1,124","23,460","276,717","1,127,595"
LO,5356,CYPr,Crystal Palace,Boarding/alighting,lw,"2,826","3,391","2,833","2,653","2,728","2,788","3,320","2,777","2,635","2,567","41,939","494,677","2,015,763"
LO,1443,DLJr,Dalston Junction,Station entry/exit,taps,"6,516","7,776","8,824","9,042","5,692","6,532","7,868","9,156","9,527","5,898","108,118","1,275,277","5,196,638"
LO,1429,DLKr,Dalston Kingsland,Station entry/exit,taps,"7,341","8,545","9,190","9,458","5,371","7,315","8,390","9,433","10,047","5,270","114,230","1,347,367","5,490,400"
LO,5421,DMKr,Denmark Hill,Station entry/exit,taps,"9,341","11,048","9,492","4,998","3,051","9,462","10,724","9,079","4,716","3,291","118,748","1,400,656","5,707,547"
LO,6941,EDRr,Edmonton Green,Station entry/exit,taps,"6,601","7,144","6,861","5,326","3,348","6,687","7,252","6,725","4,948","3,437","87,120","1,027,596","4,187,360"
LO,7473,EMPr,Emerson Park,Station entry/exit,taps,542,731,609,423,154,466,508,446,233,134,"6,722","79,293","323,110"
LO,6959,ENFr,Enfield Town,Station entry/exit,taps,"3,825","4,393","4,001","2,675","2,621","3,575","4,043","3,538","2,344","2,432","50,320","593,531","2,418,583"
LO,1444,EUSr,Euston NR,Boarding/alighting,lw,"6,027","6,190","5,746","5,538","4,854","5,599","5,823","5,563","5,251","3,898","78,517","926,128","3,773,887"
LO,1445,FNYr,Finchley Road & Frognal,Station entry/exit,taps,"3,400","3,834","3,726","2,793","1,765","3,373","3,894","3,664","2,899","1,769","46,575","549,356","2,238,575"
LO,5362,FOHr,Forest Hill,Station entry/exit,taps,"6,273","7,544","6,690","6,000","3,357","5,754","6,727","5,601","4,916","3,302","84,706","999,120","4,071,322"
LO,1409,GPOr,Gospel Oak,Station entry/exit,taps,"3,874","4,253","4,279","3,807","2,270","3,836","4,209","4,087","3,698","2,212","53,446","630,401","2,568,827"
LO,591,GUNu,Gunnersbury,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,6977,HKCr,Hackney Central,Station entry/exit,taps,"7,113","8,653","8,925","9,043","5,319","7,253","8,677","9,075","9,476","5,341","113,536","1,339,176","5,457,022"
LO,6867,HACr,Hackney Downs,Station entry/exit,taps,"4,172","4,860","4,343","3,312","2,245","3,783","4,426","4,247","3,355","2,259","55,572","655,486","2,671,046"
LO,6978,HKWr,Hackney Wick,Station entry/exit,taps,"4,782","5,488","5,794","6,829","3,315","4,894","5,651","6,539","7,394","3,346","76,312","900,111","3,667,871"
LO,1022,HGGr,Haggerston,Station entry/exit,taps,"4,283","5,034","5,144","4,332","2,892","4,255","4,965","5,107","4,537","3,045","63,593","750,088","3,056,540"
LO,1413,HDHr,Hampstead Heath,Station entry/exit,taps,"5,166","5,424","5,412","4,930","2,790","5,082","5,358","5,377","5,120","2,801","69,023","814,135","3,317,527"
LO,596,HARu,Harlesden,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,7401,HRYr,Harringay Green Lanes,Station entry/exit,taps,"2,806","3,085","3,218","3,504","1,867","2,740","2,917","3,199","3,195","1,802","40,340","475,813","1,938,894"
LO,597,HAWu,Harrow & Wealdstone,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1398,HTEr,Hatch End,Station entry/exit,taps,"1,077","1,264","1,139",905,526,"1,087","1,263","1,196","1,014",552,"15,079","177,857","724,752"
LO,1434,HDLr,Headstone Lane,Station entry/exit,taps,847,935,852,578,332,783,817,770,496,297,"10,211","120,436","490,767"
LO,6919,HIPr,Highams Park,Station entry/exit,taps,"4,251","5,266","4,455","3,293","1,824","4,089","4,893","4,242","3,082","1,850","57,564","678,981","2,766,785"
LO,603,HBYu,Highbury & Islington,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,6979,HMNr,Homerton,Station entry/exit,taps,"6,560","7,423","7,128","6,069","3,603","6,484","7,118","6,578","5,684","3,733","89,464","1,055,243","4,300,021"
LO,5418,HPAr,Honor Oak Park,Station entry/exit,taps,"3,646","4,484","3,833","3,471","2,163","3,650","4,345","3,543","3,177","2,162","52,131","614,901","2,505,666"
LO,1023,HOXr,Hoxton,Station entry/exit,taps,"4,550","5,493","5,550","4,974","4,080","4,660","5,679","5,745","5,381","4,885","73,343","865,101","3,525,207"
LO,9586,IMWr,Imperial Wharf,Station entry/exit,taps,"4,591","5,191","4,797","2,994","1,998","4,572","5,052","4,644","2,885","1,872","59,082","696,881","2,839,727"
LO,617,KGNu,Kensal Green,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1448,KNRr,Kensal Rise,Station entry/exit,taps,"4,836","5,439","5,260","4,968","2,555","5,019","5,497","5,205","4,707","2,710","68,067","802,868","3,271,614"
LO,618,OLYu,Kensington (Olympia),Station entry/exit,taps,"4,041","4,348","4,082","2,956","1,556","3,928","4,487","3,835","2,784","1,468","51,153","603,365","2,458,658"
LO,1449,KTWr,Kentish Town West,Station entry/exit,taps,"3,654","4,254","4,634","3,428","2,329","3,627","4,303","4,665","3,450","1,555","53,011","625,269","2,547,916"
LO,620,KETu,Kenton,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,621,KEWu,Kew Gardens,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1415,KBNr,Kilburn High Road,Station entry/exit,taps,"1,130","1,180","1,234","1,026",713,"1,227","1,219","1,248",999,786,"15,560","183,529","747,865"
LO,7402,LEMr,Leyton Midland Road,Station entry/exit,taps,"2,724","3,297","3,065","2,594","1,547","2,664","3,237","2,868","2,236","1,474","38,773","457,340","1,863,617"
LO,7403,LERr,Leytonstone High Road,Station entry/exit,taps,"2,021","2,301","2,277","2,037","1,284","1,925","2,271","2,115","1,901","1,291","28,568","336,966","1,373,106"
LO,6965,LSTr,Liverpool Street NR,Boarding/alighting,lw,"26,463","31,792","25,865","16,818","19,333","22,574","27,075","23,459","16,685","12,959","340,758","4,019,310","16,378,324"
LO,6966,LOFr,London Fields,Station entry/exit,taps,"2,552","2,960","3,025","2,975","1,945","2,784","3,218","3,282","3,379","2,118","40,596","478,838","1,951,223"
LO,5150,NWXr,New Cross,Boarding/alighting,lw,"3,495","3,957","3,825","3,366","2,632","3,692","4,012","3,761","3,450","3,276","51,403","606,306","2,470,643"
LO,5345,NXGr,New Cross Gate,Station entry/exit,taps,"6,398","6,781","7,114","6,232","4,353","7,179","8,094","8,304","8,929","4,526","97,662","1,151,948","4,694,083"
LO,659,NWBu,North Wembley,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,5376,NWDr,Norwood Jn,Station entry/exit,taps,"6,692","7,724","7,022","5,650","3,427","6,408","7,152","6,157","4,666","3,316","87,965","1,037,570","4,228,002"
LO,5423,PMRr,Peckham Rye,Station entry/exit,taps,"9,211","10,809","10,230","10,306","6,036","8,700","11,122","11,186","10,525","6,183","138,171","1,629,749","6,641,082"
LO,5378,PNWr,Penge West,Station entry/exit,taps,"1,147","1,299","1,361","1,484",836,"1,193","1,190","1,331","1,313",858,"16,988","200,375","816,510"
LO,680,QPKu,Queen's Park,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,5424,QRPr,Queens Road Peckham,Station entry/exit,taps,"4,888","5,545","5,419","4,921","2,953","4,817","5,270","5,337","4,524","3,265","68,568","808,773","3,295,675"
LO,6967,RECr,Rectory Road,Station entry/exit,taps,"2,803","3,412","2,814","2,198","1,548","2,706","3,166","2,895","2,207","1,763","38,667","456,086","1,858,511"
LO,686,RMDu,Richmond,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,6886,RMFr,Romford,---see EZL---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1039,ROEr,Rotherhithe,Station entry/exit,taps,"2,131","2,535","2,595","2,376","1,697","1,968","2,265","2,336","2,186","1,640","31,328","369,517","1,505,750"
LO,698,SVSu,Seven Sisters,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1082,SDEr,Shadwell LO,Station entry/exit,taps,"5,141","5,763","6,018","5,485","3,773","5,358","6,016","6,221","5,465","3,726","76,524","902,621","3,678,101"
LO,9587,SPBr,Shepherd's Bush NR,Station entry/exit,taps,"10,520","12,404","12,082","11,445","6,738","10,423","12,156","11,230","12,142","5,941","154,202","1,818,844","7,411,627"
LO,1024,SDCr,Shoreditch High Street,Station entry/exit,taps,"8,247","10,097","9,833","10,616","7,607","8,458","11,281","11,015","12,510","7,419","139,840","1,649,445","6,721,339"
LO,6972,SLVr,Silver Street,Station entry/exit,taps,"4,634","4,799","4,826","3,479","2,343","4,508","4,634","4,584","3,297","2,449","58,420","689,075","2,807,919"
LO,1452,SATr,South Acton,Station entry/exit,taps,"1,450","1,693","1,470","1,382",724,"1,542","1,826","1,399","1,105",750,"20,380","240,386","979,551"
LO,1451,SOHr,South Hampstead,Station entry/exit,taps,918,902,944,569,427,785,862,978,542,486,"10,942","129,068","525,939"
LO,709,SKTu,South Kenton,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,7404,STOr,South Tottenham,Station entry/exit,taps,"2,502","3,067","2,539","2,037","1,974","2,711","3,020","2,749","2,098","1,921","36,790","433,940","1,768,267"
LO,6947,SBUr,Southbury,Station entry/exit,taps,"1,580","1,705","1,618","1,211",829,"1,697","1,836","1,763","1,278",934,"21,532","253,976","1,034,928"
LO,6973,SJSr,St James Street,Station entry/exit,taps,"2,251","2,611","2,395","2,147","1,386","2,248","2,624","2,295","1,991","1,312","31,730","374,265","1,525,095"
LO,6968,SMHr,Stamford Hill,Station entry/exit,taps,"1,695","1,813","1,627","1,154",942,"1,627","1,694","1,460",990,895,"20,913","246,676","1,005,183"
LO,6934,SKWr,Stoke Newington,Station entry/exit,taps,"3,209","3,778","3,406","2,781","2,036","3,068","3,494","3,027","2,643","1,883","43,867","517,425","2,108,458"
LO,717,SPKu,Stonebridge Park,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,719,SFDu,Stratford,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1083,SQEr,Surrey Quays,Station entry/exit,taps,"6,686","7,192","7,593","6,616","4,409","6,291","6,651","6,867","6,048","4,228","90,267","1,064,719","4,338,634"
LO,5437,SYDr,Sydenham,Station entry/exit,taps,"5,171","6,187","5,622","4,617","2,577","5,328","6,226","5,486","4,213","2,690","72,941","860,356","3,505,872"
LO,6949,TEOr,Theobalds Grove,Station entry/exit,taps,"1,159","1,285","1,175",791,784,"1,081","1,199","1,065",695,790,"14,992","176,837","720,593"
LO,6952,TURr,Turkey Street,Station entry/exit,taps,"1,975","1,897","1,941","1,122",901,"1,814","2,007","1,911",957,881,"23,214","273,819","1,115,787"
LO,736,UPMu,Upminster,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1524,UHLr,Upper Holloway,Station entry/exit,taps,"2,928","3,101","3,011","2,213","1,716","2,846","3,046","3,281","2,275","1,734","38,441","453,421","1,847,651"
LO,742,WALu,Walthamstow Central,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,7407,WMWr,Walthamstow Queen's Road,Station entry/exit,taps,"2,150","2,373","2,248","1,990","1,212","2,280","2,381","2,395","2,118","1,270","29,925","352,969","1,438,316"
LO,5372,WWRr,Wandsworth Road,Station entry/exit,taps,"1,168","1,277","1,323",812,501,"1,256","1,321","1,271",745,444,"15,314","180,627","736,039"
LO,7408,WNPr,Wanstead Park,Station entry/exit,taps,"2,435","2,782","2,592","2,108","1,435","2,294","2,827","2,406","2,069","1,422","33,588","396,173","1,614,371"
LO,1085,WPEr,Wapping,Station entry/exit,taps,"2,941","3,451","3,427","3,493","2,275","2,835","3,285","3,224","3,424","2,272","44,098","520,147","2,119,552"
LO,1455,WFHr,Watford High Street,Station entry/exit,taps,"1,976","2,045","2,233","1,934","1,265","1,874","1,965","2,082","1,906","1,207","26,506","312,641","1,273,984"
LO,1402,WFJr,Watford Junction,Station entry/exit,taps,"11,132","11,764","10,220","8,503","5,621","10,904","10,981","9,604","7,217","5,097","136,534","1,610,443","6,562,411"
LO,751,WEMu,Wembley Central,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,755,WBTu,West Brompton,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,5411,WCYr,West Croydon NR,Station entry/exit,taps,"6,380","6,752","6,427","4,593","2,949","6,115","6,806","6,104","4,344","2,871","80,456","948,996","3,867,075"
LO,1421,WHDr,West Hampstead LO,Station entry/exit,taps,"6,733","7,363","7,225","6,129","3,400","6,623","7,303","7,290","6,004","3,384","90,785","1,070,826","4,363,518"
LO,6956,WHLr,White Hart Lane,Station entry/exit,taps,"2,946","3,134","3,142","2,110","1,397","2,779","2,987","2,915","1,898","1,360","36,911","435,377","1,774,121"
LO,763,WCLu,Whitechapel,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,766,WJNu,Willesden Junction,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,6954,WSTr,Wood Street,Station entry/exit,taps,"3,177","3,837","3,440","2,896","1,747","3,177","3,770","3,166","2,789","1,901","45,116","532,150","2,168,461"
LO,7467,WGRr,Woodgrange Park,Station entry/exit,taps,"1,754","1,953","1,775","1,461",964,"1,444","1,628","1,427","1,196",817,"21,581","254,554","1,037,284"
DLR,750,ABRd,Abbey Road,Station entry/exit,apc,"1,952","2,089","2,146","1,540","1,172","2,067","2,102","2,129","1,536","1,166","26,279","306,615","1,239,462"
DLR,850,ALSd,All Saints,Station entry/exit,apc,"2,680","2,820","2,842","2,399","1,607","2,695","2,801","2,832","2,309","1,588","35,815","417,875","1,689,223"
DLR,513,BNKu,Bank and Monument,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
DLR,895,BECd,Beckton,Station entry/exit,apc,"3,298","3,399","3,177","2,184","1,592","3,457","3,498","3,416","2,263","1,643","41,721","486,791","1,967,808"
DLR,891,BEPd,Beckton Park,Station entry/exit,apc,829,806,861,611,409,873,834,951,599,429,"10,481","122,288","494,338"
DLR,882,BLAd,Blackwall,Station entry/exit,apc,"2,066","2,312","2,271","1,802","1,260","2,296","2,481","2,393","1,812","1,280","29,560","344,898","1,394,219"
DLR,851,BOCd,Bow Church,Station entry/exit,apc,"5,666","5,877","6,140","4,674","3,388","4,096","4,151","4,333","3,490","2,691","64,563","753,310","3,045,187"
DLR,842,CAWd,Canary Wharf DLR,Station entry/exit,apc,"16,511","18,566","16,445","14,919","10,417","17,635","19,870","18,104","16,790","11,553","237,682","2,773,217","11,210,478"
DLR,884,CNTu,Canning Town,---see LU---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
DLR,854,CROd,Crossharbour,Station entry/exit,apc,"4,834","4,965","5,115","4,116","2,900","5,122","5,224","5,190","4,065","3,101","65,009","758,508","3,066,201"
DLR,887,CUHd,Custom House DLR,Station entry/exit,apc,"8,059","8,836","8,093","6,555","4,314","5,168","5,912","5,246","4,189","2,728","88,596","1,033,712","4,178,688"
DLR,879,CUSd,Cutty Sark,Station entry/exit,apc,"8,305","8,626","9,434","8,842","6,141","9,893","10,452","10,546","8,350","6,764","125,509","1,464,407","5,919,735"
DLR,893,CYPd,Cyprus,Station entry/exit,apc,"4,085","3,755","3,097","1,032",775,"4,639","4,118","3,284","1,028",864,"42,423","494,980","2,000,913"
DLR,897,DEBd,Deptford Bridge,Station entry/exit,taps,"4,535","4,186","5,004","4,415","2,928","4,706","4,399","4,724","3,806","2,940","58,811","686,197","2,773,888"
